Parent Item ID,Parent Name,Parent Internal ID,Component Item ID,Component Name,Component Internal ID
K106,ข้าวคะน้าหมูกรอบ,41489,OPT-0006D,ข้าวน้อย,42075
K107,ข้าวกะเพราเนื้อ + ไข่เป็ดดาว,41490,OPT-0004A,ลดเค็ม,42068
K107,ข้าวกะเพราเนื้อ + ไข่เป็ดดาว,41490,OPT-0004B,ไม่กระเทียม,42069
K107,ข้าวกะเพราเนื้อ + ไข่เป็ดดาว,41490,OPT-0004C,ไม่ใส่น้ำตาล,42070
K107,ข้าวกะเพราเนื้อ + ไข่เป็ดดาว,41490,OPT-0004D,ไม่ใส่ซีอิ๊วดำ,42071
K107,ข้าวกะเพราเนื้อ + ไข่เป็ดดาว,41490,OPT-0005A,ไข่ดาวไม่สุก,42168
K107,ข้าวกะเพราเนื้อ + ไข่เป็ดดาว,41490,OPT-0005B,ไข่ดาวสุก,42169
K107,ข้าวกะเพราเนื้อ + ไข่เป็ดดาว,41490,OPT-0005C,ไข่ดาวสุกกรอบ,42072
K107,ข้าวกะเพราเนื้อ + ไข่เป็ดดาว,41490,OPT-0006D,ข้าวน้อย,42075
K107,ข้าวกะเพราเนื้อ + ไข่เป็ดดาว,41490,OPT-0007A,ไม่ใส่กะเพรา,42076
K108,ข้าวกะเพราคลุก และเนื้อย่าง + ไข่เป็ดดาว,41491,OPT-0004A,ลดเค็ม,42068
K108,ข้าวกะเพราคลุก และเนื้อย่าง + ไข่เป็ดดาว,41491,OPT-0004B,ไม่กระเทียม,42069
K108,ข้าวกะเพราคลุก และเนื้อย่าง + ไข่เป็ดดาว,41491,OPT-0004C,ไม่ใส่น้ำตาล,42070
K108,ข้าวกะเพราคลุก และเนื้อย่าง + ไข่เป็ดดาว,41491,OPT-0004D,ไม่ใส่ซีอิ๊วดำ,42071
K108,ข้าวกะเพราคลุก และเนื้อย่าง + ไข่เป็ดดาว,41491,OPT-0005A,ไข่ดาวไม่สุก,42168
K108,ข้าวกะเพราคลุก และเนื้อย่าง + ไข่เป็ดดาว,41491,OPT-0005B,ไข่ดาวสุก,42169
K108,ข้าวกะเพราคลุก และเนื้อย่าง + ไข่เป็ดดาว,41491,OPT-0005C,ไข่ดาวสุกกรอบ,42072
K108,ข้าวกะเพราคลุก และเนื้อย่าง + ไข่เป็ดดาว,41491,OPT-0007A,ไม่ใส่กะเพรา,42076
K108,ข้าวกะเพราคลุก และเนื้อย่าง + ไข่เป็ดดาว,41491,OPT-0010A,เนื้อมีเดียม,42078
K108,ข้าวกะเพราคลุก และเนื้อย่าง + ไข่เป็ดดาว,41491,OPT-0010B,เนื้อสุกเวลดัน,42079
K109,ข้าวผัดมันเนื้อ และเนื้อย่าง + ไข่เป็ดดาว,41492,OPT-0004A,ลดเค็ม,42068
K109,ข้าวผัดมันเนื้อ และเนื้อย่าง + ไข่เป็ดดาว,41492,OPT-0004B,ไม่กระเทียม,42069
K109,ข้าวผัดมันเนื้อ และเนื้อย่าง + ไข่เป็ดดาว,41492,OPT-0004C,ไม่ใส่น้ำตาล,42070
K109,ข้าวผัดมันเนื้อ และเนื้อย่าง + ไข่เป็ดดาว,41492,OPT-0004D,ไม่ใส่ซีอิ๊วดำ,42071
K109,ข้าวผัดมันเนื้อ และเนื้อย่าง + ไข่เป็ดดาว,41492,OPT-0009A,ไม่ใส่พริกไทย,42077
K109,ข้าวผัดมันเนื้อ และเนื้อย่าง + ไข่เป็ดดาว,41492,OPT-0005A,ไข่ดาวไม่สุก,42168
K109,ข้าวผัดมันเนื้อ และเนื้อย่าง + ไข่เป็ดดาว,41492,OPT-0005B,ไข่ดาวสุก,42169
K109,ข้าวผัดมันเนื้อ และเนื้อย่าง + ไข่เป็ดดาว,41492,OPT-0005C,ไข่ดาวสุกกรอบ,42072
K109,ข้าวผัดมันเนื้อ และเนื้อย่าง + ไข่เป็ดดาว,41492,OPT-0006A,ไม่เอาคะน้า,42073
K109,ข้าวผัดมันเนื้อ และเนื้อย่าง + ไข่เป็ดดาว,41492,OPT-0006B,ไม่เอาหอมใหญ่,42268
K109,ข้าวผัดมันเนื้อ และเนื้อย่าง + ไข่เป็ดดาว,41492,OPT-0006C,ไม่เอามะเขือเทศ,42074
K109,ข้าวผัดมันเนื้อ และเนื้อย่าง + ไข่เป็ดดาว,41492,OPT-0010A,เนื้อมีเดียม,42078
K109,ข้าวผัดมันเนื้อ และเนื้อย่าง + ไข่เป็ดดาว,41492,OPT-0010B,เนื้อสุกเวลดัน,42079
K110,ก๋วยเตี๋ยวคั่วไก่,41493,OPT-0004A,ลดเค็ม,42068
K110,ก๋วยเตี๋ยวคั่วไก่,41493,OPT-0004B,ไม่กระเทียม,42069
K110,ก๋วยเตี๋ยวคั่วไก่,41493,OPT-0004C,ไม่ใส่น้ำตาล,42070
K110,ก๋วยเตี๋ยวคั่วไก่,41493,OPT-0004D,ไม่ใส่ซีอิ๊วดำ,42071
K110,ก๋วยเตี๋ยวคั่วไก่,41493,OPT-0009A,ไม่ใส่พริกไทย,42077
K111,สุกี้แห้งหมู,41494,OPT-0004A,ลดเค็ม,42068
K111,สุกี้แห้งหมู,41494,OPT-0004B,ไม่กระเทียม,42069
K111,สุกี้แห้งหมู,41494,OPT-0004C,ไม่ใส่น้ำตาล,42070
K111,สุกี้แห้งหมู,41494,OPT-0004D,ไม่ใส่ซีอิ๊วดำ,42071
K112,สุกี้แห้งไก่,41495,OPT-0004A,ลดเค็ม,42068
K112,สุกี้แห้งไก่,41495,OPT-0004B,ไม่กระเทียม,42069
K112,สุกี้แห้งไก่,41495,OPT-0004C,ไม่ใส่น้ำตาล,42070
K112,สุกี้แห้งไก่,41495,OPT-0004D,ไม่ใส่ซีอิ๊วดำ,42071
K113,สุกี้น้ำหมู,41496,OPT-0004A,ลดเค็ม,42068
K113,สุกี้น้ำหมู,41496,OPT-0004B,ไม่กระเทียม,42069
K113,สุกี้น้ำหมู,41496,OPT-0004C,ไม่ใส่น้ำตาล,42070
K113,สุกี้น้ำหมู,41496,OPT-0004D,ไม่ใส่ซีอิ๊วดำ,42071
K114,สุกี้น้ำไก่,41497,OPT-0004A,ลดเค็ม,42068
K114,สุกี้น้ำไก่,41497,OPT-0004B,ไม่กระเทียม,42069
K114,สุกี้น้ำไก่,41497,OPT-0004C,ไม่ใส่น้ำตาล,42070
K114,สุกี้น้ำไก่,41497,OPT-0004D,ไม่ใส่ซีอิ๊วดำ,42071
K115,เส้นใหญ่ผัดขี้เมาหมู,41498,OPT-0004A,ลดเค็ม,42068
K115,เส้นใหญ่ผัดขี้เมาหมู,41498,OPT-0004B,ไม่กระเทียม,42069
K115,เส้นใหญ่ผัดขี้เมาหมู,41498,OPT-0004C,ไม่ใส่น้ำตาล,42070
K115,เส้นใหญ่ผัดขี้เมาหมู,41498,OPT-0004D,ไม่ใส่ซีอิ๊วดำ,42071
K115,เส้นใหญ่ผัดขี้เมาหมู,41498,OPT-0009A,ไม่ใส่พริกไทย,42077
K116,เส้นใหญ่ผัดขี้เมาไก่,41499,OPT-0004A,ลดเค็ม,42068
K116,เส้นใหญ่ผัดขี้เมาไก่,41499,OPT-0004B,ไม่กระเทียม,42069
K116,เส้นใหญ่ผัดขี้เมาไก่,41499,OPT-0004C,ไม่ใส่น้ำตาล,42070
K116,เส้นใหญ่ผัดขี้เมาไก่,41499,OPT-0004D,ไม่ใส่ซีอิ๊วดำ,42071
K116,เส้นใหญ่ผัดขี้เมาไก่,41499,OPT-0009A,ไม่ใส่พริกไทย,42077
K117,ผัดซีอิ๊วหมู,41500,OPT-0004A,ลดเค็ม,42068
K117,ผัดซีอิ๊วหมู,41500,OPT-0004B,ไม่กระเทียม,42069
K117,ผัดซีอิ๊วหมู,41500,OPT-0004C,ไม่ใส่น้ำตาล,42070
K117,ผัดซีอิ๊วหมู,41500,OPT-0004D,ไม่ใส่ซีอิ๊วดำ,42071
K117,ผัดซีอิ๊วหมู,41500,OPT-0009A,ไม่ใส่พริกไทย,42077
K118,ผัดซีอิ๊วไก่,41501,OPT-0004A,ลดเค็ม,42068
K118,ผัดซีอิ๊วไก่,41501,OPT-0004B,ไม่กระเทียม,42069
K118,ผัดซีอิ๊วไก่,41501,OPT-0004C,ไม่ใส่น้ำตาล,42070
K118,ผัดซีอิ๊วไก่,41501,OPT-0004D,ไม่ใส่ซีอิ๊วดำ,42071
K118,ผัดซีอิ๊วไก่,41501,OPT-0009A,ไม่ใส่พริกไทย,42077
K119,มาม่าผัดซีอิ๊วหมู,41502,OPT-0004A,ลดเค็ม,42068
K119,มาม่าผัดซีอิ๊วหมู,41502,OPT-0004B,ไม่กระเทียม,42069
K119,มาม่าผัดซีอิ๊วหมู,41502,OPT-0004C,ไม่ใส่น้ำตาล,42070
K119,มาม่าผัดซีอิ๊วหมู,41502,OPT-0004D,ไม่ใส่ซีอิ๊วดำ,42071
K119,มาม่าผัดซีอิ๊วหมู,41502,OPT-0009A,ไม่ใส่พริกไทย,42077
K120,มาม่าผัดซีอิ๊วไก่,41503,OPT-0004A,ลดเค็ม,42068
K120,มาม่าผัดซีอิ๊วไก่,41503,OPT-0004B,ไม่กระเทียม,42069
K120,มาม่าผัดซีอิ๊วไก่,41503,OPT-0004C,ไม่ใส่น้ำตาล,42070
K120,มาม่าผัดซีอิ๊วไก่,41503,OPT-0004D,ไม่ใส่ซีอิ๊วดำ,42071
K120,มาม่าผัดซีอิ๊วไก่,41503,OPT-0009A,ไม่ใส่พริกไทย,42077
K121,กะเพรามาม่าหมูสามชั้นทอด,41504,OPT-0004A,ลดเค็ม,42068
K121,กะเพรามาม่าหมูสามชั้นทอด,41504,OPT-0004B,ไม่กระเทียม,42069
K121,กะเพรามาม่าหมูสามชั้นทอด,41504,OPT-0004C,ไม่ใส่น้ำตาล,42070
K121,กะเพรามาม่าหมูสามชั้นทอด,41504,OPT-0004D,ไม่ใส่ซีอิ๊วดำ,42071
K121,กะเพรามาม่าหมูสามชั้นทอด,41504,OPT-0005A,ไข่ดาวไม่สุก,42168
K121,กะเพรามาม่าหมูสามชั้นทอด,41504,OPT-0005B,ไข่ดาวสุก,42169
K121,กะเพรามาม่าหมูสามชั้นทอด,41504,OPT-0005C,ไข่ดาวสุกกรอบ,42072
K121,กะเพรามาม่าหมูสามชั้นทอด,41504,OPT-0007A,ไม่ใส่กะเพรา,42076
K122,กะเพราวุ้นเส้นหมูสามชั้นทอด,41505,OPT-0004A,ลดเค็ม,42068
K122,กะเพราวุ้นเส้นหมูสามชั้นทอด,41505,OPT-0004B,ไม่กระเทียม,42069
K122,กะเพราวุ้นเส้นหมูสามชั้นทอด,41505,OPT-0004C,ไม่ใส่น้ำตาล,42070
K122,กะเพราวุ้นเส้นหมูสามชั้นทอด,41505,OPT-0004D,ไม่ใส่ซีอิ๊วดำ,42071
K122,กะเพราวุ้นเส้นหมูสามชั้นทอด,41505,OPT-0005A,ไข่ดาวไม่สุก,42168
K122,กะเพราวุ้นเส้นหมูสามชั้นทอด,41505,OPT-0005B,ไข่ดาวสุก,42169
K122,กะเพราวุ้นเส้นหมูสามชั้นทอด,41505,OPT-0005C,ไข่ดาวสุกกรอบ,42072
K122,กะเพราวุ้นเส้นหมูสามชั้นทอด,41505,OPT-0007A,ไม่ใส่กะเพรา,42076
K123,แกงจืดเกี่ยมฉ่าย,41506,OPT-0004A,ลดเค็ม,42068
K123,แกงจืดเกี่ยมฉ่าย,41506,OPT-0009A,ไม่ใส่พริกไทย,42077
K124,กับข้าวกะเพราหมูสับ,41507,OPT-0004A,ลดเค็ม,42068
K124,กับข้าวกะเพราหมูสับ,41507,OPT-0004B,ไม่กระเทียม,42069
K124,กับข้าวกะเพราหมูสับ,41507,OPT-0004C,ไม่ใส่น้ำตาล,42070
K124,กับข้าวกะเพราหมูสับ,41507,OPT-0004D,ไม่ใส่ซีอิ๊วดำ,42071
K124,กับข้าวกะเพราหมูสับ,41507,OPT-0007A,ไม่ใส่กะเพรา,42076
K125,กับข้าวหมูกระเทียม,41508,OPT-0004A,ลดเค็ม,42068
K125,กับข้าวหมูกระเทียม,41508,OPT-0004C,ไม่ใส่น้ำตาล,42070
K125,กับข้าวหมูกระเทียม,41508,OPT-0004D,ไม่ใส่ซีอิ๊วดำ,42071
K126,กับข้าวไข่ยู่ยี่,41509,OPT-0004A,ลดเค็ม,42068
K126,กับข้าวไข่ยู่ยี่,41509,OPT-0004B,ไม่กระเทียม,42069
K126,กับข้าวไข่ยู่ยี่,41509,OPT-0004C,ไม่ใส่น้ำตาล,42070
K126,กับข้าวไข่ยู่ยี่,41509,OPT-0004D,ไม่ใส่ซีอิ๊วดำ,42071
K126,กับข้าวไข่ยู่ยี่,41509,OPT-0009A,ไม่ใส่พริกไทย,42077
K127,กับข้าวหมูผัดน้ำมันหอย,41510,OPT-0004A,ลดเค็ม,42068
K127,กับข้าวหมูผัดน้ำมันหอย,41510,OPT-0004B,ไม่กระเทียม,42069
K127,กับข้าวหมูผัดน้ำมันหอย,41510,OPT-0004C,ไม่ใส่น้ำตาล,42070
K127,กับข้าวหมูผัดน้ำมันหอย,41510,OPT-0004D,ไม่ใส่ซีอิ๊วดำ,42071
K128,กับข้าวผัดคะน้าหมูชิ้น,41511,OPT-0004A,ลดเค็ม,42068
K128,กับข้าวผัดคะน้าหมูชิ้น,41511,OPT-0004B,ไม่กระเทียม,42069
K128,กับข้าวผัดคะน้าหมูชิ้น,41511,OPT-0004C,ไม่ใส่น้ำตาล,42070
K128,กับข้าวผัดคะน้าหมูชิ้น,41511,OPT-0004D,ไม่ใส่ซีอิ๊วดำ,42071
K129,กับข้าวผัดผักบุ้งหมูชิ้น,41512,OPT-0004A,ลดเค็ม,42068
K129,กับข้าวผัดผักบุ้งหมูชิ้น,41512,OPT-0004B,ไม่กระเทียม,42069
K129,กับข้าวผัดผักบุ้งหมูชิ้น,41512,OPT-0004C,ไม่ใส่น้ำตาล,42070
K129,กับข้าวผัดผักบุ้งหมูชิ้น,41512,OPT-0004D,ไม่ใส่ซีอิ๊วดำ,42071
K146,เนื้อโคขุน (50g.) Add-on,41529,OPT-0010A,เนื้อมีเดียม,42078
K146,เนื้อโคขุน (50g.) Add-on,41529,OPT-0010B,เนื้อสุกเวลดัน,42079
K150,ข้าวกะเพราหมูกรอบ,41532,OPT-0004A,ลดเค็ม,42068
K150,ข้าวกะเพราหมูกรอบ,41532,OPT-0004B,ไม่กระเทียม,42069
K150,ข้าวกะเพราหมูกรอบ,41532,OPT-0004C,ไม่ใส่น้ำตาล,42070
K150,ข้าวกะเพราหมูกรอบ,41532,OPT-0004D,ไม่ใส่ซีอิ๊วดำ,42071
K150,ข้าวกะเพราหมูกรอบ,41532,OPT-0005A,ไข่ดาวไม่สุก,42168
K150,ข้าวกะเพราหมูกรอบ,41532,OPT-0005B,ไข่ดาวสุก,42169
K150,ข้าวกะเพราหมูกรอบ,41532,OPT-0005C,ไข่ดาวสุกกรอบ,42072
K150,ข้าวกะเพราหมูกรอบ,41532,OPT-0006D,ข้าวน้อย,42075
K150,ข้าวกะเพราหมูกรอบ,41532,OPT-0007A,ไม่ใส่กะเพรา,42076
